id,institution_name,institution_address,outbreak_setting,type_of_outbreak,causative_agent_1,causative_agent_2,date_outbreak_began,date_declared_over,active
238,Providence Healthcare - 2nd Fl East,3278 St Clair Ave E,LTCH,Respiratory,Influenza A (H3),NA,2019-02-05,2019-02-15,N
239,Extendicare Craiglee,102 Craiglee Dr,LTCH,Respiratory,Influenza A (Not subtyped),NA,2019-02-04,2019-02-16,N
240,Retirement Suites By The Lake,2121 Kingston Rd,Retirement Home,Enteric,Norovirus-like,NA,2019-02-04,2019-02-14,N
241,Terrace Gardens,3705 Bathurst St,Retirement Home,Enteric,Norovirus-like,NA,2019-02-04,2019-02-20,N
242,Leaside Retirement Residence - 2nd & 3rd Fls - Building 10,10 William Morgan Dr,Retirement Home,Respiratory,Influenza A (Not subtyped),Respiratory syncytial virus,2019-02-03,2019-02-15,N
243,Sunnybrook Health Sciences Centre - LSSE,2075 Bayview Ave,LTCH,Respiratory,Enterovirus/Rhinovirus,NA,2019-02-03,2019-02-13,N
244,Village of Humber Heights Long Term Care - Brule,2245 Lawrence Ave W,LTCH,Respiratory,Unable to identify,NA,2019-02-03,2019-02-13,N
245,"West Park Long Term Care Centre - 1st Fl (Kingsway/Ilaali),","82 Buttonwood Ave - 2nd Fl (Hughes/Pritti), 3rd Fl (Glenwyld",LTCH,Respiratory,Influenza A (H3),NA,2019-02-03,2019-02-15,N
246,St. George Care Community - 1st Fl,225 St George St,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-02-02,2019-02-11,N
247,Holland Bloorview Kids Rehabilitation Hospital - 3W BIRT,150 Kilgour Rd,Hospital-Chronic Care,Enteric,Unable to identify,NA,2019-02-01,2019-02-05,N
248,Isabel & Arthur Meighen Manor - Davis & Coombs Units,155 Millwood Rd,LTCH,Enteric,Unable to identify,NA,2019-02-01,2019-02-12,N
249,Chartwell Westbury Long Term Care Residence,495 The West Mall,LTCH,Enteric,Norovirus-like,NA,2019-01-31,2019-02-11,N
250,Harmony Hills Care Community - 2B,1800 O'Connor Dr,LTCH,Respiratory,Influenza A (H3),Respiratory syncytial virus,2019-01-31,2019-02-08,N
251,Toronto General Hospital - 7 A & B,200 Elizabeth St,Hospital-Acute Care,Respiratory,Influenza A (H3),NA,2019-01-31,2019-02-08,N
252,Fieldstone Commons Care Community - 2B Unit,1000 Ellesmere Rd,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-29,2019-02-05,N
253,Centre for Addiction and Mental Health - Queen Site-Unit 1-4,1001 Queen St W,Hospital-Psychiatric,Respiratory,Influenza A (Not subtyped),NA,2019-01-28,2019-02-04,N
254,Chartwell Scarlett Heights Retirement Residence - 2nd Fl,4005 Eglinton Ave W,Retirement Home,Enteric,Unable to identify,NA,2019-01-28,2019-02-06,N
255,Chester Village - 3W Ruby Unit,3555 Danforth Ave,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-28,2019-02-08,N
256,Labdara Lithuanian Nursing Home - 3rd Fl,5 Resurrection Rd,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-28,2019-02-07,N
257,Tendercare Living Centre,1020 McNicoll Ave,LTCH,Respiratory,Unable to identify,NA,2019-01-27,2019-02-11,N
258,Seven Oaks - 5th Fl,9 Neilson Rd,LTCH,Respiratory,Respiratory syncytial virus,Parainfluenza type 2,2019-01-26,2019-02-04,N
259,Fountain View Care Community,1800 O'Connor Dr,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-25,2019-02-14,N
260,Midland Gardens Care Community - 5th Fl,130 Midland Ave,LTCH,Enteric,Unable to identify,NA,2019-01-25,2019-02-06,N
261,Hazelton Place - 2nd Fl,111 Avenue Rd,Retirement Home,Respiratory,Influenza A (H3),NA,2019-01-24,2019-02-01,N
262,McCall Centre for Continuing Care - 3rd Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),NA,2019-01-24,2019-02-02,N
263,Providence Healthcare - A4,3276 St Clair Ave E,Hospital-Chronic Care,Respiratory,Influenza A (H1N1),NA,2019-01-24,2019-01-31,N
264,Runnymede Healthcare Centre - 2nd Fl,625 Runnymede Rd,Hospital-Chronic Care,Respiratory,Influenza A (H3),NA,2019-01-24,2019-02-01,N
265,Rockcliffe Care Community,3015 Lawrence Ave E,LTCH,Respiratory,Influenza A (H3),Enterovirus/Rhinovirus,2019-01-23,2019-02-07,N
266,Village of Humber Heights Retirement Residence - Egerton,2245 Lawrence Ave W,Retirement Home,Respiratory,Respiratory syncytial virus,NA,2019-01-23,2019-02-03,N
267,Altamont Care Community,92 Island Rd,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-22,2019-02-06,N
268,West Park Healthcare Centre - 3WF,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,NA,2019-01-22,2019-02-08,N
269,Fudger House - 1 & 2 East Unit,439 Sherbourne St,LTCH,Respiratory,Metapneumovirus,NA,2019-01-21,2019-02-04,N
270,Michael Garron Hospital - J5,825 Coxwell Ave,Hospital-Acute Care,Enteric,Norovirus-like,NA,2019-01-21,2019-01-28,N
271,Ukrainian Canadian Care Centre,60 Richview Rd,LTCH,Respiratory,Influenza A (Not subtyped),NA,2019-01-18,2019-02-04,N
272,Atrium at Kew Beach,500 Kingston Rd,Retirement Home,Respiratory,Parainfluenza type 2,NA,2019-01-17,2019-01-28,N
273,The Wexford - 6th Fl,1860 Lawrence Ave E,LTCH,Respiratory,Influenza A (H3),NA,2019-01-16,2019-01-27,N
274,Toronto Western Hospital - 8B,399 Bathurst St,Hospital-Acute Care,Respiratory,Respiratory syncytial virus,NA,2019-01-16,2019-01-25,N
275,Chester Village,3555 Danforth Ave,LTCH,Respiratory,Influenza A (H3),NA,2019-01-15,2019-01-29,N
276,Elm Grove Living Centre,35 Elm Grove Rd,LTCH,Respiratory,Influenza A ((H1N1)pdm09),NA,2019-01-15,2019-01-25,N
277,Chartwell Gibson Long Term Care Residence,1925 Steeles Ave E,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-14,2019-02-01,N
278,Shepherd Lodge - 3rd & 4th Fl,3760 Sheppard Ave,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-14,2019-01-28,N
279,The Teddington,4 Teddington Park Ave,Retirement Home,Respiratory,Influenza A ((H1N1)pdm09),NA,2019-01-14,2019-01-29,N
280,West Park Long Term Care Centre - 1st Fl Kingsway & Ilaali,82 Buttonwood Ave,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-14,2019-01-24,N
281,Kensington Gardens - South Building - 4 West,25 Brunswick Ave,LTCH,Respiratory,Influenza A (H3),NA,2019-01-13,2019-01-26,N
282,Cedarvale Terrace,429 Walmer Rd,LTCH,Respiratory,Influenza A (H1N1),Respiratory syncytial virus,2019-01-12,2019-02-01,N
283,Leaside Retirement Residence,14 William Morgan Dr,Retirement Home,Respiratory,Influenza A (H3),NA,2019-01-11,2019-01-23,N
284,Providence Healthcare - Palliative Care,3276 St Clair Ave E,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,NA,2019-01-11,2019-01-25,N
285,St. Joseph's Health Centre - 7M,30 The Queensway,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),NA,2019-01-11,2019-01-19,N
286,Bendale Acres - 4th Fl,2920 Lawrence Ave E,LTCH,Respiratory,Influenza A ((H1N1)pdm09),NA,2019-01-10,2019-01-21,N
287,Copernicus Lodge - 2nd & 4th Fl,66 Roncesvalles Ave,LTCH,Respiratory,Influenza A ((H1N1)pdm09),NA,2019-01-10,2019-01-28,N
288,Fairview Nursing Home - 2nd Fl,14 Cross St,LTCH,Respiratory,Unable to identify,NA,2019-01-10,2019-01-23,N
289,Ina Grafton Gage Home - 1st & 3rd Fl,40 Bell Estate Rd,LTCH,Respiratory,Influenza A (H3),NA,2019-01-10,2019-01-23,N
290,Deerwood Creek Care Community - 3A,70 Humberline Dr,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-09,2019-01-21,N
291,Fieldstone Commons Care Community,1000 Ellesmere Rd,LTCH,Respiratory,Influenza A ((H1N1)pdm09),Respiratory syncytial virus,2019-01-09,2019-01-29,N
292,Sunnybrook Health Sciences Centre - LFSW,2075 Bayview Ave,LTCH,Respiratory,Enterovirus/Rhinovirus,NA,2019-01-09,2019-01-22,N
293,Toronto Rehab Institute - Bickle Centre - North 3 -,"130 Dunn Ave - South 3, 4 & 5",Hospital-Chronic Care,Respiratory,Influenza A ((H1N1)pdm09),NA,2019-01-09,2019-01-23,N
294,Westside - 4th Fl,1145 Albion Rd,LTCH,Respiratory,Influenza A (Not subtyped),NA,2019-01-09,2019-01-18,N
295,Hawthorne Place Care Centre - 2nd Fl South,2045 Finch Ave W,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-08,2019-01-17,N
296,St. Joseph's Health Centre - 2LM,30 The Queensway,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),NA,2019-01-08,2019-01-16,N
297,Leaside Retirement Residence,10 William Morgan Dr,Retirement Home,Respiratory,Influenza A (H3N2),NA,2019-01-07,2019-01-18,N
298,Main Street Terrace,77 Main St,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-07,2019-01-31,N
299,Maynard Nursing Home - 2nd Fl,28 Halton St,LTCH,Respiratory,Influenza A (Not subtyped),NA,2019-01-07,2019-01-14,N
300,St. Joseph's Health Centre - 4M,30 The Queensway,Hospital-Acute Care,Respiratory,Influenza A ((H1N1)pdm09),NA,2019-01-07,2019-01-16,N
301,Tendercare Living Centre - 3rd Fl West,1020 McNicoll Ave,LTCH,Respiratory,Unable to identify,NA,2019-01-07,2019-01-16,N
302,Scarborough Health Network - Birchmount Site - 4A,3030 Birchmount Rd,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),NA,2019-01-06,2019-01-16,N
303,Baycrest Apotex Centre - 2GS,3560 Bathurst St,LTCH,Respiratory,Influenza A (H3),NA,2019-01-05,2019-01-09,N
304,Carefree Lodge - Main Fl,306 Finch Ave E,LTCH,Respiratory,Influenza A (H3),NA,2019-01-04,2019-01-14,N
305,Extendicare Bayview,550 Cummer Ave,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-04,2019-01-22,N
306,Kipling Acres - 1st Floor South Building,2233 Kipling Ave,LTCH,Enteric,Norovirus-like,NA,2019-01-04,2019-01-10,N
307,Westbury Long Term Care Residence - 5th & 6th Fl,495 The West Mall,LTCH,Enteric,Norovirus-like,NA,2019-01-04,2019-01-10,N
308,Centre for Addiction and Mental Health - Queen Site - 4-5,1001 Queen St W,Hospital-Psychiatric,Respiratory,Unable to identify,NA,2019-01-03,2019-01-12,N
309,Extendicare Rouge Valley,551 Conlins Rd,LTCH,Respiratory,Influenza A ((H1N1)pdm09),"Parainfluenza type 3, RSV",2019-01-03,2019-01-30,N
310,Grenadier Retirement Residence - 2nd & 3rd Fl,2100 Bloor St W,Retirement Home,Enteric,Unable to identify,NA,2019-01-03,2019-01-14,N
311,Midland Gardens Care Community,130 Midland Ave,LTCH,Respiratory,Influenza A (Not subtyped),Respiratory syncytial virus,2019-01-03,2019-01-25,N
312,West Park Long Term Care Centre - 3rd Fl Glenwyld/Raymore,82 Buttonwood Ave,LTCH,Respiratory,Influenza A ((H1N1)pdm09),NA,2019-01-03,2019-01-10,N
313,"Castleview Wychwood Towers - 2 West, 4th & 6th Fl",351 Christie St,LTCH,Respiratory,Influenza A (Not subtyped),Respiratory syncytial virus,2019-01-02,2019-01-18,N
314,Lakeshore Lodge - 4th Fl,3197 Lakeshore Blvd,LTCH,Respiratory,Influenza A (Not subtyped),NA,2019-01-02,2019-01-08,N
315,Rockcliffe Care Community,3015 Lawrence Ave E,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-02,2019-01-16,N
316,The Wexford,1860 Lawrence Ave E,LTCH,Respiratory,Respiratory syncytial virus,NA,2019-01-02,2019-01-16,N
317,Wesburn Manor,400 The West Mall,LTCH,Enteric,Norovirus-like,NA,2019-01-02,2019-01-31,N
1,Eatonville Care Centre,420 The East Mall,LTCH,Respiratory,Influenza A (Not subtyped),NA,2018-12-31,2019-01-25,N
2,Princess Margaret Hospital - 15B,610 Universtiy Ave,Hospital-Acute Care,Respiratory,Respiratory syncytial virus,NA,2018-12-31,2019-01-08,N
3,Villa Colombo - 4th Fl Fusco,40 Playfair Ave,LTCH,Enteric,Unable to identify,NA,2018-12-29,2019-01-12,N
4,Hellenic Home  (Scarborough) - 2A & 3A,2411 Lawrence Ave E,LTCH,Enteric,Norovirus-like,NA,2018-12-28,2019-01-16,N
5,Hillcrest Reactivation Centre - 2nd Fl,47 Austin Terr,Hospital-Chronic Care,Respiratory,Unable to identify,NA,2018-12-28,2019-01-08,N
6,Mon Sheong Home for the Aged - 4th & 5th Fl,36 D'Arcy St,LTCH,Respiratory,Respiratory syncytial virus,NA,2018-12-27,2019-01-23,N
7,Labdara Lithuanian Nursing Home - 2nd Fl,5 Resurrection Rd,LTCH,Enteric,Unable to identify,NA,2018-12-27,2019-01-03,N
8,Scarborough Health Network - General Hospital - CP4,3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),NA,2018-12-24,2018-12-30,N
9,Belmont House - 3WW,55 Belmont St,LTCH,Respiratory,Unable to identify,NA,2018-12-23,2019-01-04,N
10,The Rekai Centre at Sherbourne Place,345 Sherbourne St,LTCH,Respiratory,Influenza A (Not subtyped),NA,2018-12-22,2019-01-07,N
11,Cheltenham Care Community,5935 Bathurst St,LTCH,Enteric,Norovirus-like,NA,2018-12-21,2018-12-30,N
12,Providence Healthcare - B5 West,3276 St Clair Ave E,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),NA,2018-12-21,2018-12-30,N
13,Hospital for Sick Children - 6A,555 University Ave,Hospital-Acute Care,Enteric,Norovirus-like,NA,2018-12-19,2018-12-23,N
14,Providence Healthcare - Houses of Providence - 2nd Fl East,3276 St Clair Ave E,LTCH,Respiratory,Unable to identify,NA,2018-12-18,2018-12-30,N
15,Harmony Hills Care Community,1800 O'Connor Dr,LTCH,Respiratory,Respiratory syncytial virus,NA,2018-12-17,2019-01-12,N
16,Toronto Western Hospital - 8B,399 Bathurst St,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),NA,2018-12-17,2018-12-31,N
17,Rayoak Place,1340 York Mills Rd,Retirement Home,Respiratory,Respiratory syncytial virus,NA,2018-12-17,2018-12-31,N
18,Westside,1145 Albion Rd,LTCH,Respiratory,Unable to identify,NA,2018-12-15,2018-12-31,N
19,Princess Margaret Hospital - 15A,610 University Ave,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),NA,2018-12-15,2018-12-23,N
20,William Osler Health Centre - 7 West,101 Humber College Blvd,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),NA,2018-12-13,2018-12-20,N
21,St. Joseph's Health Centre - 6G,30 The Queensway,Hospital-Acute Care,Enteric,Norovirus-like,NA,2018-12-13,2019-01-02,N
22,Village of Humber Heights Long Term Care,2245 Lawrence Ave W,LTCH,Enteric,Norovirus-like,NA,2018-12-12,2019-01-02,N
23,Holland Bloorview Kids Rehabilitation Hospital - BIRT,150 Kilgour Rd,Hospital-Chronic Care,Respiratory,Enterovirus/Rhinovirus,Coronavirus,2018-12-10,2018-12-21,N
24,Providence Healthcare - B4 Rehab,3276 St Clair Ave E,Hospital-Chronic Care,Respiratory,Influenza A (H1N1),NA,2018-12-10,2018-12-19,N
25,Village of Humber Heights Retirement Residence,2245 Lawrence Ave W,Retirement Home,Enteric,Norovirus-like,NA,2018-12-10,2019-01-03,N
26,St. Michael's Hospital  - 7 CN,30 Bond St,Hospital-Acute Care,Other,CPE - Colonization,CPE - Infection,2018-12-10,2018-12-15,N
27,William Osler Health Centre - 7 East Cardiology Unit,101 Humber College Blvd,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),NA,2018-12-08,2018-12-16,N
28,The O'Neill Centre - 2nd & 4th Fl,33 Christie St,LTCH,Respiratory,Unable to identify,NA,2018-12-06,2018-12-20,N
29,Humber Valley Terrace - 2nd Fl,95 Humber College Blvd,LTCH,Respiratory,Unable to identify,NA,2018-12-03,2018-12-12,N
30,St. Joseph's Health Centre,30 The Queensway,Hospital-Acute Care,Enteric,Clostridium difficile (Toxin A & B),NA,2018-11-29,2019-04-12,N
31,The Annex Retirement Residence,123 Spadina Rd,Retirement Home,Respiratory,Parainfluenza type 3,NA,2018-11-29,2018-12-14,N
32,Deerwood Creek Care Community,70 Humberline Dr,LTCH,Respiratory,Respiratory syncytial virus,NA,2018-11-29,2019-01-07,N
33,Hellenic Care for Seniors,215 Tyrrel Ave,LTCH,Enteric,Norovirus-like,NA,2018-11-28,2018-12-10,N
34,Copernicus Lodge,66 Roncesvalles Ave,LTCH,Enteric,Unable to identify,NA,2018-11-27,2018-12-08,N
35,Cummer Lodge - 2 North,205 Cummer Ave,LTCH,Respiratory,Metapneumovirus,NA,2018-11-26,2018-12-14,N
36,Fudger House - 2 East,439 Sherbourne St,LTCH,Respiratory,Unable to identify,NA,2018-11-26,2018-12-04,N
37,Cedarvale Terrace,429 Walmer Rd,LTCH,Enteric,Norovirus-like,NA,2018-11-26,2019-01-02,N
38,West Park Healthcare Centre - 3WF,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Unable to identify,NA,2018-11-26,2018-12-08,N
39,St. John's Rehabilitation Hospital - A2,285 Cummer Ave,Hospital-Chronic Care,Respiratory,Influenza A (H1N1),NA,2018-11-18,2018-11-28,N
40,Extendicare Rouge Valley - Morrish House,551 Conlins Rd,LTCH,Respiratory,Unable to identify,NA,2018-11-14,2018-11-29,N
41,"Dom Lipa Nursing Home - K-Wing, Retirement & 2 West",52 Neilson Dr,LTCH,Respiratory,Influenza A (H3),NA,2018-11-13,2018-11-24,N
42,Wesburn Manor - 2N,400 The West Mall,LTCH,Respiratory,Unable to identify,NA,2018-11-09,2018-11-19,N
43,Cheltenham Care Community,5935 Bathurst St,LTCH,Respiratory,Unable to identify,NA,2018-11-08,2018-11-29,N
44,McCowan Retirement Residence - 6th Fl,2881 Eglinton Ave E,Retirement Home,Respiratory,Influenza A (H3),NA,2018-11-05,2018-11-15,N
45,Chartwell Gibson Retirement Residence,1955 Steeles Ave E,Retirement Home,Respiratory,Unable to identify,NA,2018-11-05,2018-11-20,N
46,Kensington Gardens - North Building - 2 West,45 Brunswick Ave,LTCH,Respiratory,Respiratory syncytial virus,NA,2018-10-31,2018-11-14,N
47,Baycrest Apotex Centre - Jewish Home for the Aged - 4RF,3560 Bathurst St,LTCH,Respiratory,Unable to identify,NA,2018-10-29,2018-11-16,N
48,Amica at Bayview Gardens,19 Rean Dr,Retirement Home,Respiratory,Unable to identify,NA,2018-10-29,2018-11-09,N
49,Leaside Retirement Residence - 2nd Fl (Secure Unit) & 7th Fl,10 William Morgan Dr,Retirement Home,Respiratory,Unable to identify,NA,2018-10-26,2018-11-07,N
50,Scarborough and Rouge Hospital - General Site - CP4,3050 Lawrence Ave E,Hospital-Acute Care,Other,CPE - Colonization,NA,2018-10-26,2018-11-11,N
51,Holland Bloorview Kids Rehabilitation Institute - 3W - BIRT,150 Kilgour Rd,Hospital-Chronic Care,Respiratory,Enterovirus/Rhinovirus,NA,2018-10-26,2018-11-04,N
52,Extendicare Craiglee Nursing Home,102 Craiglee Dr,LTCH,Respiratory,Unable to identify,NA,2018-10-24,2018-11-06,N
53,Seven Oaks - 4th Fl,9 Neilson Rd,LTCH,Respiratory,Unable to identify,NA,2018-10-24,2018-11-02,N
54,Rockcliffe Care Community,3015 Lawrence Ave E,LTCH,Respiratory,Unable to identify,NA,2018-10-22,2018-12-03,N
55,Amica at Bayview Gardens - 2nd & 4th Fl,19 Rean Dr,Retirement Home,Respiratory,Unable to identify,NA,2018-10-19,2018-10-29,N
56,Main Street Terrace,77 Main St,LTCH,Respiratory,Influenza A (H3),NA,2018-10-18,2018-11-04,N
57,Extendicare Scarborough,3830 Lawrence Ave E,LTCH,Respiratory,Unable to identify,NA,2018-10-15,2018-10-24,N
58,Cummer Lodge - Special Care Unit - 1st Fl,205 Cummer Ave,LTCH,Respiratory,Unable to identify,NA,2018-10-11,2018-10-26,N
59,Michael Garron Hospital - J5,825 Coxwell Ave,Hospital-Acute Care,Respiratory,Unable to identify,NA,2018-10-11,2018-10-19,N
60,Bendale Acres - 3rd Fl,2920 Lawrence Ave E,LTCH,Respiratory,Unable to identify,NA,2018-10-03,2018-10-10,N
61,Bradgate Arms,54 Foxbar Rd,Retirement Home,Respiratory,Unable to identify,NA,2018-10-02,2018-10-08,N
62,Seven Oaks,9 Neilson Rd,LTCH,Respiratory,Parainfluenza type 3,NA,2018-10-02,2018-10-22,N
63,The Heritage Nursing Home,1195 Queen St E,LTCH,Respiratory,Unable to identify,NA,2018-10-02,2018-10-15,N
64,Sunnybrook Health Sciences Centre - K2E,2075 Bayview Ave,LTCH,Respiratory,Coronavirus,NA,2018-09-27,2018-10-09,N
65,Weston Gardens Retirement Residence,303 Queens Dr,Retirement Home,Respiratory,Unable to identify,NA,2018-09-26,2018-10-10,N
66,Midland Gardens Care Community,130 Midland Ave,LTCH,Respiratory,Unable to identify,NA,2018-09-26,2018-10-23,N
67,Castleview Wychwood Towers - 4th Fl,351 Christie St,LTCH,Respiratory,Unable to identify,NA,2018-09-24,2018-10-04,N
68,Chartwell Gibson Long Term Care - 1st & 4th Fl,1925 Steeles Ave E,LTCH,Respiratory,Unable to identify,NA,2018-09-24,2018-10-09,N
69,"The Village of Humber Heights - Islington, Brule & Lambton",2245 Lawrence Ave W,LTCH,Respiratory,Unable to identify,NA,2018-09-23,2018-10-03,N
70,Cheltenham Care Community,5935 Bathurst St,LTCH,Respiratory,Unable to identify,NA,2018-09-21,2018-10-09,N
71,Seven Oaks - 3rd Fl,9 Neilson Rd,LTCH,Respiratory,Unable to identify,NA,2018-09-21,2018-09-29,N
72,Shepherd Lodge - 2nd & 3rd Fl,3760 Sheppard Ave E,LTCH,Respiratory,Unable to identify,NA,2018-09-20,2018-10-05,N
73,Fudger House - 2 & 3 East,439 Sherbourne St,LTCH,Respiratory,Unable to identify,NA,2018-09-20,2018-10-05,N
74,Altamont Care Community,92 Island Rd,LTCH,Respiratory,Parainfluenza type 3,NA,2018-09-14,2018-09-24,N
75,Norfinch Care Community - 3A,22 Norfinch Dr,LTCH,Respiratory,Unable to identify,NA,2018-09-12,2018-09-21,N
76,Fairview Nursing Home - Dundas & Queen,14 Cross St,LTCH,Respiratory,Unable to identify,NA,2018-09-12,2018-09-25,N
77,Rockcliffe Care Community,3015 Lawrence Ave E,LTCH,Respiratory,Unable to identify,NA,2018-09-11,2018-09-25,N
78,North Park Nursing Home,450 Rustic Rd,LTCH,Respiratory,Unable to identify,NA,2018-09-07,2018-09-18,N
79,Harold and Grace Baker Centre - A Wing & C Wing,1 Northwestern Ave,LTCH,Respiratory,Unable to identify,NA,2018-09-06,2018-09-24,N
80,Centre for Addiction and Mental Health - College Site -GPU-B,250 College St,Hospital-Psychiatric,Respiratory,Unable to identify,NA,2018-09-05,2018-09-10,N
81,The Donway Place,8 The Donway E,Retirement Home,Enteric,Unable to identify,NA,2018-09-02,2018-09-14,N
82,Ina Grafton Gage Home - 2nd Fl,40 Bell Estate Rd,LTCH,Enteric,Unable to identify,NA,2018-08-31,2018-09-06,N
83,Tendercare Living Centre - 3rd Fl,1020 McNicoll Ave,LTCH,Respiratory,Unable to identify,NA,2018-08-31,2018-09-10,N
84,St. John's Rehabilitation Hospital - A Lower Level,285 Cummer Ave,Hospital-Chronic Care,Respiratory,Enterovirus/Rhinovirus,NA,2018-08-30,2018-09-18,N
85,Extendicare Guildwood,60 Guildwood Pky,LTCH,Respiratory,Unable to identify,NA,2018-08-28,2018-09-29,N
