outbreak_type,causative_agent,start,end,institution,duration
Respiratory,Influenza,2018-03-08,2018-03-22,LTCH,14
Respiratory,Influenza,2018-03-08,2018-03-23,LTCH,15
Respiratory,Influenza,2018-03-08,2018-03-20,Retirement Home,12
Respiratory,Influenza,2018-03-07,2018-03-19,Psychiatric,12
Enteric,Clostridium Difficile,2018-03-07,2018-04-16,Acute Care,40
Respiratory,Influenza,2018-03-07,2018-03-26,LTCH,19
Enteric,Unknown,2018-03-06,2018-03-16,Acute Care,10
Respiratory,Metapneumovirus,2018-03-05,2018-03-18,LTCH,13
Respiratory,Influenza,2018-03-05,2018-03-21,Retirement Home,16
Respiratory,Streptococcus,2018-03-05,2018-04-24,Homeless Shelter,50
Respiratory,Influenza,2018-03-02,2018-03-20,Retirement Home,18
Respiratory,Influenza,2018-03-02,2018-03-09,Acute Care,7
Respiratory,Influenza,2018-03-02,2018-03-20,LTCH,18
Respiratory,Influenza,2018-03-02,2018-03-19,LTCH,17
Respiratory,Influenza,2018-03-01,2018-03-08,Acute Care,7
Respiratory,Influenza,2018-03-01,2018-03-19,LTCH,18
Enteric,Unknown,2018-03-01,2018-03-13,LTCH,12
Respiratory,Influenza,2018-02-28,2018-03-15,LTCH,15
Respiratory,Influenza,2018-02-28,2018-03-07,Retirement Home,7
Respiratory,Influenza,2018-02-28,2018-03-09,LTCH,9
Respiratory,Influenza,2018-02-28,2018-03-12,LTCH,12
Respiratory,Influenza,2018-02-27,2018-03-05,LTCH,6
Respiratory,Influenza,2018-02-27,2018-03-05,LTCH,6
Respiratory,Influenza,2018-02-27,2018-03-11,Chronic Care,12
Enteric,Unknown,2018-02-27,2018-03-12,Retirement Home,13
Respiratory,Influenza,2018-02-27,2018-03-10,Retirement Home,11
Respiratory,Unknown,2018-02-26,2018-03-14,LTCH,16
Respiratory,Unknown,2018-02-26,2018-03-08,LTCH,10
Respiratory,Influenza,2018-02-24,2018-03-13,LTCH,17
Respiratory,Influenza,2018-02-23,2018-03-02,Acute Care,7
Respiratory,Influenza,2018-02-23,2018-03-17,Retirement Home,22
Enteric,Unknown,2018-02-23,2018-03-02,Acute Care,7
Respiratory,Influenza,2018-02-23,2018-03-04,LTCH,9
Respiratory,Influenza,2018-02-22,2018-03-03,LTCH,9
Respiratory,Unknown,2018-02-21,2018-02-27,Chronic Care,6
Respiratory,Influenza,2018-02-21,2018-03-02,LTCH,9
Respiratory,Unknown,2018-02-21,2018-02-27,Chronic Care,6
Respiratory,Influenza,2018-02-21,2018-03-01,LTCH,8
Respiratory,Influenza,2018-02-21,2018-03-09,LTCH,16
Respiratory,Influenza,2018-02-20,2018-02-25,Chronic Care,5
Respiratory,Unknown,2018-02-20,2018-03-05,Psychiatric,13
Enteric,Unknown,2018-02-20,2018-02-26,Retirement Home,6
Enteric,Unknown,2018-02-19,2018-02-26,Retirement Home,7
Enteric,Unknown,2018-02-19,2018-02-27,LTCH,8
Respiratory,Influenza,2018-02-19,2018-03-13,LTCH,22
Respiratory,Influenza,2018-02-19,2018-03-01,LTCH,10
Respiratory,Influenza,2018-02-19,2018-03-05,Acute Care,14
Enteric,Unknown,2018-02-18,2018-02-27,Chronic Care,9
Respiratory,Influenza,2018-02-18,2018-03-02,LTCH,12
Respiratory,Influenza,2018-02-17,2018-02-25,Acute Care,8
Respiratory,Influenza,2018-02-17,2018-02-23,Acute Care,6
Respiratory,Influenza,2018-02-16,2018-03-07,LTCH,19
Respiratory,Influenza,2018-02-16,2018-02-20,Acute Care,4
Respiratory,Influenza,2018-02-16,2018-03-02,LTCH,14
Respiratory,Influenza,2018-02-16,2018-03-01,LTCH,13
Enteric,Unknown,2018-02-16,2018-02-26,Acute Care,10
Enteric,Unknown,2018-02-15,2018-02-26,Acute Care,11
Respiratory,Influenza,2018-02-15,2018-02-25,LTCH,10
Enteric,Unknown,2018-02-15,2018-02-28,Retirement Home,13
Respiratory,Influenza,2018-02-15,2018-03-03,Retirement Home,16
Enteric,Unknown,2018-02-15,2018-02-23,Acute Care,8
Respiratory,Influenza,2018-02-14,2018-02-26,LTCH,12
Respiratory,Influenza,2018-02-14,2018-02-25,Chronic Care,11
Respiratory,Influenza,2018-02-13,2018-02-23,Chronic Care,10
Respiratory,Influenza,2018-02-13,2018-02-22,LTCH,9
Respiratory,Influenza,2018-02-13,2018-02-22,Psychiatric,9
Respiratory,Influenza,2018-02-12,2018-02-24,LTCH,12
Respiratory,Influenza,2018-02-12,2018-02-27,LTCH,15
Respiratory,Influenza,2018-02-12,2018-03-06,LTCH,22
Respiratory,Influenza,2018-02-12,2018-03-01,Retirement Home,17
Respiratory,Influenza,2018-02-12,2018-02-24,Retirement Home,12
Enteric,Unknown,2018-02-11,2018-02-15,Acute Care,4
Respiratory,Influenza,2018-02-10,2018-02-19,Chronic Care,9
Respiratory,Influenza,2018-02-10,2018-02-17,LTCH,7
Respiratory,Influenza,2018-02-09,2018-02-21,LTCH,12
Respiratory,Influenza,2018-02-08,2018-02-26,LTCH,18
Respiratory,Influenza,2018-02-08,2018-02-17,Chronic Care,9
Respiratory,Influenza,2018-02-08,2018-02-21,Chronic Care,13
Respiratory,Influenza,2018-02-07,2018-02-14,Acute Care,7
Enteric,Unknown,2018-02-07,2018-02-22,Retirement Home,15
Enteric,Clostridium Difficile,2018-02-06,2018-02-20,LTCH,14
Respiratory,Influenza,2018-02-06,2018-02-14,LTCH,8
Enteric,Unknown,2018-02-06,2018-02-26,LTCH,20
Respiratory,Influenza,2018-02-06,2018-02-28,LTCH,22
Respiratory,Influenza,2018-02-06,2018-02-21,Retirement Home,15
Respiratory,Coronavirus,2018-02-06,2018-02-19,Chronic Care,13
Respiratory,Influenza,2018-02-06,2018-02-22,Retirement Home,16
Respiratory,Influenza,2018-02-05,2018-02-16,LTCH,11
Respiratory,Influenza,2018-02-05,2018-02-16,Retirement Home,11
Respiratory,Influenza,2018-02-05,2018-02-15,LTCH,10
Respiratory,Influenza,2018-02-05,2018-02-22,LTCH,17
Respiratory,Influenza,2018-02-05,2018-02-22,LTCH,17
Respiratory,Influenza,2018-02-05,2018-02-26,LTCH,21
Respiratory,Influenza,2018-02-03,2018-02-16,LTCH,13
Respiratory,Influenza,2018-02-03,2018-02-11,Acute Care,8
Respiratory,Influenza,2018-02-03,2018-02-11,Acute Care,8
Respiratory,Influenza,2018-02-02,2018-02-13,Chronic Care,11
Respiratory,Influenza,2018-02-01,2018-02-17,LTCH,16
Enteric,Unknown,2018-02-01,2018-02-12,LTCH,11
Respiratory,Influenza,2018-02-01,2018-02-16,LTCH,15
Respiratory,Influenza,2018-02-01,2018-02-26,LTCH,25
Respiratory,Influenza,2018-02-01,2018-02-26,Chronic Care,25
Respiratory,Influenza,2018-02-01,2018-02-11,Chronic Care,10
Respiratory,Influenza,2018-01-31,2018-02-21,LTCH,21
Respiratory,Influenza,2018-01-31,2018-02-14,LTCH,14
Respiratory,Influenza,2018-01-31,2018-02-16,LTCH,16
Respiratory,Influenza,2018-01-30,2018-02-07,LTCH,8
Respiratory,Unknown,2018-01-30,2018-02-14,Retirement Home,15
Respiratory,Influenza,2018-01-29,2018-02-06,Chronic Care,8
Enteric,Unknown,2018-01-29,2018-02-05,Acute Care,7
Respiratory,Influenza,2018-01-27,2018-02-07,LTCH,11
Respiratory,Unknown,2018-01-26,2018-02-06,LTCH,11
Enteric,Unknown,2018-01-26,2018-02-03,Retirement Home,8
Respiratory,Unknown,2018-01-26,2018-02-15,LTCH,20
Respiratory,Influenza,2018-01-26,2018-02-02,Acute Care,7
Respiratory,Influenza,2018-01-25,2018-02-21,Retirement Home,27
Respiratory,Influenza,2018-01-25,2018-02-02,Acute Care,8
Enteric,Unknown,2018-01-24,2018-02-12,Retirement Home,19
Respiratory,Unknown,2018-01-24,2018-02-08,LTCH,15
Enteric,Unknown,2018-01-24,2018-02-03,LTCH,10
Enteric,Unknown,2018-01-24,2018-02-05,LTCH,12
Respiratory,Influenza,2018-01-23,2018-02-16,LTCH,24
Respiratory,Influenza,2018-01-23,2018-02-08,LTCH,16
Enteric,Unknown,2018-01-22,2018-02-16,LTCH,25
Respiratory,Influenza,2018-01-22,2018-02-06,LTCH,15
Respiratory,RSV,2018-01-22,2018-01-31,LTCH,9
Respiratory,Influenza,2018-01-22,2018-02-20,LTCH,29
Enteric,Unknown,2018-01-22,2018-02-13,LTCH,22
Respiratory,Influenza,2018-01-22,2018-02-16,LTCH,25
Respiratory,Influenza,2018-01-22,2018-02-14,LTCH,23
Respiratory,Influenza,2018-01-22,2018-02-14,LTCH,23
Respiratory,Influenza,2018-01-22,2018-02-02,Retirement Home,11
Respiratory,Influenza,2018-01-22,2018-02-01,Chronic Care,10
Respiratory,Influenza,2018-01-22,2018-01-31,Retirement Home,9
Respiratory,Influenza,2018-01-22,2018-02-06,Chronic Care,15
Respiratory,Unknown,2018-01-21,2018-02-12,LTCH,22
Respiratory,Influenza,2018-01-21,2018-02-12,Homeless Shelter,22
Respiratory,Influenza,2018-01-21,2018-01-29,Psychiatric,8
Respiratory,Influenza,2018-01-21,2018-02-07,LTCH,17
Enteric,Unknown,2018-01-20,2018-02-14,LTCH,25
Respiratory,Unknown,2018-01-20,2018-01-29,LTCH,9
Respiratory,Influenza,2018-01-20,2018-01-31,Retirement Home,11
Respiratory,Influenza,2018-01-19,2018-01-29,Retirement Home,10
Respiratory,Influenza,2018-01-19,2018-02-04,Retirement Home,16
Respiratory,Influenza,2018-01-19,2018-02-07,LTCH,19
Respiratory,Influenza,2018-01-18,2018-02-13,LTCH,26
Respiratory,Influenza,2018-01-18,2018-01-29,Psychiatric,11
Respiratory,Influenza,2018-01-17,2018-02-05,LTCH,19
Respiratory,Influenza,2018-01-17,2018-01-25,LTCH,8
Respiratory,Unknown,2018-01-17,2018-01-30,Retirement Home,13
Respiratory,Influenza,2018-01-17,2018-01-23,Chronic Care,6
Respiratory,Unknown,2018-01-16,2018-01-24,Retirement Home,8
Respiratory,Unknown,2018-01-16,2018-02-12,LTCH,27
Respiratory,Influenza,2018-01-16,2018-01-25,Chronic Care,9
Respiratory,Influenza,2018-01-16,2018-01-31,LTCH,15
Respiratory,Influenza,2018-01-16,2018-02-05,LTCH,20
Respiratory,Influenza,2018-01-16,2018-01-29,LTCH,13
Respiratory,Influenza,2018-01-16,2018-01-31,Retirement Home,15
Respiratory,Influenza,2018-01-16,2018-01-27,Chronic Care,11
Enteric,Unknown,2018-01-16,2018-02-07,LTCH,22
Respiratory,Influenza,2018-01-15,2018-01-25,LTCH,10
Respiratory,Influenza,2018-01-15,2018-01-30,LTCH,15
Respiratory,Influenza,2018-01-15,2018-01-27,LTCH,12
Respiratory,Unknown,2018-01-15,2018-01-25,LTCH,10
Respiratory,Influenza,2018-01-15,2018-02-07,LTCH,23
Respiratory,Influenza,2018-01-15,2018-02-02,LTCH,18
Respiratory,Unknown,2018-01-15,2018-01-22,LTCH,7
Respiratory,Influenza,2018-01-13,2018-01-23,Acute Care,10
Respiratory,Influenza,2018-01-13,2018-01-28,LTCH,15
Enteric,Unknown,2018-01-13,2018-01-28,LTCH,15
Respiratory,Influenza,2018-01-12,2018-02-16,LTCH,35
Respiratory,Influenza,2018-01-12,2018-01-20,Chronic Care,8
Respiratory,Influenza,2018-01-12,2018-01-20,LTCH,8
Respiratory,Metapneumovirus,2018-01-11,2018-01-22,LTCH,11
Respiratory,Influenza,2018-01-11,2018-01-25,Retirement Home,14
Respiratory,Unknown,2018-01-11,2018-01-29,Retirement Home,18
Respiratory,Influenza,2018-01-11,2018-01-31,Acute Care,20
Respiratory,Influenza,2018-01-11,2018-01-23,LTCH,12
Respiratory,Influenza,2018-01-11,2018-01-18,Chronic Care,7
Respiratory,RSV,2018-01-10,2018-01-22,LTCH,12
Enteric,Unknown,2018-01-10,2018-01-19,Acute Care,9
Enteric,Unknown,2018-01-10,2018-01-25,Retirement Home,15
Respiratory,Influenza,2018-01-09,2018-01-24,LTCH,15
Respiratory,Influenza,2018-01-09,2018-02-06,LTCH,28
Respiratory,Influenza,2018-01-09,2018-02-06,LTCH,28
Respiratory,Influenza,2018-01-09,2018-01-22,LTCH,13
Respiratory,Influenza,2018-01-09,2018-01-30,LTCH,21
Enteric,Unknown,2018-01-08,2018-01-16,Retirement Home,8
Respiratory,Influenza,2018-01-08,2018-01-23,LTCH,15
Respiratory,Influenza,2018-01-08,2018-01-22,LTCH,14
Respiratory,Influenza,2018-01-08,2018-01-23,LTCH,15
Respiratory,Influenza,2018-01-08,2018-02-05,LTCH,28
Respiratory,Influenza,2018-01-08,2018-01-19,Retirement Home,11
Enteric,Unknown,2018-01-08,2018-02-04,Retirement Home,27
Respiratory,Unknown,2018-01-08,2018-01-20,Retirement Home,12
Respiratory,Influenza,2018-01-08,2018-01-22,Retirement Home,14
Respiratory,Influenza,2018-01-08,2018-01-18,LTCH,10
Enteric,Unknown,2018-01-07,2018-01-12,LTCH,5
Respiratory,Influenza,2018-01-06,2018-01-12,Chronic Care,6
Respiratory,Unknown,2018-01-06,2018-01-22,LTCH,16
Respiratory,Unknown,2018-01-05,2018-01-19,Retirement Home,14
Respiratory,Influenza,2018-01-05,2018-01-16,Retirement Home,11
Respiratory,Influenza,2018-01-05,2018-02-02,LTCH,28
Enteric,Unknown,2018-01-05,2018-01-19,LTCH,14
Respiratory,Influenza,2018-01-05,2018-01-31,LTCH,26
Respiratory,Influenza,2018-01-05,2018-01-31,LTCH,26
Respiratory,Influenza,2018-01-04,2018-01-18,Retirement Home,14
Respiratory,Influenza,2018-01-04,2018-01-26,LTCH,22
Respiratory,Influenza,2018-01-04,2018-01-12,Acute Care,8
Respiratory,Influenza,2018-01-04,2018-01-19,LTCH,15
Respiratory,Influenza,2018-01-04,2018-01-19,Retirement Home,15
Respiratory,Influenza,2018-01-03,2018-01-29,LTCH,26
Respiratory,Influenza,2018-01-03,2018-01-29,LTCH,26
Respiratory,Influenza,2018-01-03,2018-01-15,LTCH,12
Respiratory,RSV,2018-01-03,2018-01-19,LTCH,16
Respiratory,Unknown,2018-01-03,2018-01-11,Chronic Care,8
Enteric,Unknown,2018-01-03,2018-01-30,LTCH,27
Enteric,Unknown,2018-01-02,2018-01-12,Acute Care,10
Respiratory,Influenza,2018-01-02,2018-01-30,LTCH,28
Respiratory,Influenza,2018-01-02,2018-01-29,LTCH,27
Enteric,Unknown,2018-01-02,2018-01-17,LTCH,15
Enteric,Unknown,2018-01-02,2018-01-22,LTCH,20
Enteric,Unknown,2018-01-02,2018-01-16,LTCH,14
Enteric,Unknown,2018-01-01,2018-01-05,Retirement Home,4
Enteric,Unknown,2018-01-01,2018-01-08,LTCH,7
Respiratory,Unknown,2017-12-29,2018-01-10,LTCH,12
Respiratory,Unknown,2017-12-29,2018-01-26,LTCH,28
Respiratory,Unknown,2017-12-29,2018-01-08,LTCH,10
Respiratory,Influenza,2017-12-29,2018-01-15,Retirement Home,17
Respiratory,Influenza,2017-12-28,2018-01-05,Acute Care,8
Respiratory,Influenza,2017-12-27,2018-01-05,Chronic Care,9
Respiratory,Influenza,2017-12-26,2018-01-02,Acute Care,7
Respiratory,Influenza,2017-12-26,2018-01-10,Psychiatric,15
Respiratory,Influenza,2017-12-25,2018-01-09,Retirement Home,15
Respiratory,Influenza,2017-12-25,2018-01-03,LTCH,9
Respiratory,Unknown,2017-12-24,2018-01-05,LTCH,12
Respiratory,Unknown,2017-12-24,2018-01-02,LTCH,9
Respiratory,Influenza,2017-12-22,2017-12-30,LTCH,8
Enteric,Unknown,2017-12-22,2017-12-28,Retirement Home,6
Respiratory,Influenza,2017-12-22,2017-12-30,Acute Care,8
Respiratory,RSV,2017-12-21,2018-01-13,LTCH,23
Respiratory,Unknown,2017-12-21,2017-12-30,Psychiatric,9
Respiratory,Influenza,2017-12-20,2018-01-03,Chronic Care,14
Enteric,Clostridium Difficile,2017-12-20,2018-05-01,Acute Care,132
Enteric,Unknown,2017-12-20,2018-01-03,LTCH,14
Respiratory,Influenza,2017-12-19,2018-01-02,Retirement Home,14
Enteric,Unknown,2017-12-19,2018-01-29,LTCH,41
Respiratory,Unknown,2017-12-18,2017-12-28,Chronic Care,10
Respiratory,Influenza,2017-12-18,2017-12-27,LTCH,9
Enteric,Unknown,2017-12-18,2018-01-09,Retirement Home,22
Respiratory,Influenza,2017-12-18,2017-12-31,LTCH,13
Respiratory,RSV,2017-12-18,2018-01-05,LTCH,18
Respiratory,Unknown,2017-12-15,2017-12-27,LTCH,12
Respiratory,Influenza,2017-12-15,2017-12-29,Acute Care,14
Respiratory,Influenza,2017-12-14,2017-12-23,LTCH,9
Respiratory,Influenza,2017-12-14,2017-12-23,Acute Care,9
Respiratory,Unknown,2017-12-14,2017-12-22,LTCH,8
Enteric,Unknown,2017-12-13,2018-01-11,LTCH,29
Enteric,Unknown,2017-12-13,2017-12-19,Retirement Home,6
Respiratory,Rhinovirus,2017-12-12,2017-12-27,LTCH,15
Respiratory,Rhinovirus,2017-12-11,2018-01-05,LTCH,25
Respiratory,Influenza,2017-12-11,2018-01-02,LTCH,22
Enteric,Unknown,2017-12-11,2017-12-18,Psychiatric,7
Enteric,Unknown,2017-12-11,2017-12-18,Acute Care,7
Enteric,Unknown,2017-12-10,2017-12-18,Psychiatric,8
Respiratory,Unknown,2017-12-08,2017-12-18,Retirement Home,10
Respiratory,Unknown,2017-12-08,2017-12-26,LTCH,18
Enteric,Unknown,2017-12-08,2017-12-20,LTCH,12
Respiratory,Coronavirus,2017-12-08,2017-12-21,Acute Care,13
Respiratory,Influenza,2017-12-07,2017-12-14,LTCH,7
Respiratory,RSV,2017-12-07,2017-12-14,Chronic Care,7
Respiratory,Influenza,2017-12-06,2017-12-14,Retirement Home,8
Respiratory,RSV,2017-12-06,2017-12-15,LTCH,9
Respiratory,Influenza,2017-12-05,2017-12-14,LTCH,9
Respiratory,Rhinovirus,2017-12-04,2017-12-20,LTCH,16
Respiratory,Rhinovirus,2017-12-03,2017-12-17,LTCH,14
Enteric,Unknown,2017-12-01,2017-12-15,Retirement Home,14
Respiratory,Influenza,2017-12-01,2017-12-09,Acute Care,8
Enteric,Unknown,2017-11-30,2017-12-08,Retirement Home,8
Respiratory,Rhinovirus,2017-11-30,2017-12-11,LTCH,11
Respiratory,Influenza,2017-11-29,2017-12-15,LTCH,16
Enteric,Unknown,2017-11-24,2017-12-04,Retirement Home,10
Respiratory,Unknown,2017-11-23,2017-12-02,Chronic Care,9
Enteric,Unknown,2017-11-23,2017-12-04,LTCH,11
Respiratory,Rhinovirus,2017-11-21,2017-11-29,LTCH,8
Respiratory,Influenza,2017-11-20,2017-12-05,LTCH,15
Respiratory,Influenza,2017-11-20,2017-12-05,Retirement Home,15
Respiratory,Rhinovirus,2017-11-15,2017-11-24,LTCH,9
Respiratory,RSV,2017-11-14,2017-11-30,LTCH,16
Enteric,Unknown,2017-11-03,2017-11-20,LTCH,17
Respiratory,Rhinovirus,2017-11-03,2017-11-11,Acute Care,8
Respiratory,Influenza,2017-11-02,2017-12-03,LTCH,31
Enteric,Unknown,2017-11-01,2017-11-13,LTCH,12
Respiratory,Influenza,2017-11-01,2017-11-10,LTCH,9
Respiratory,Unknown,2017-10-31,2017-11-23,LTCH,23
Respiratory,Unknown,2017-10-31,2017-11-16,Retirement Home,16
Enteric,Unknown,2017-10-31,2017-11-08,LTCH,8
Respiratory,Unknown,2017-10-27,2017-11-05,LTCH,9
Respiratory,Unknown,2017-10-19,2017-10-28,LTCH,9
Respiratory,Unknown,2017-10-17,2017-11-06,LTCH,20
Respiratory,Unknown,2017-10-17,2017-10-26,Chronic Care,9
Respiratory,Rhinovirus,2017-10-16,2017-10-29,LTCH,13
Respiratory,Unknown,2017-10-11,2017-10-26,LTCH,15
Respiratory,Unknown,2017-10-09,2017-10-26,Psychiatric,17
Respiratory,Unknown,2017-09-27,2017-10-04,LTCH,7
Respiratory,Influenza,2017-09-26,2017-10-05,LTCH,9
Respiratory,Rhinovirus,2017-09-15,2017-09-26,LTCH,11
Respiratory,Rhinovirus,2017-09-14,2017-09-27,LTCH,13
Respiratory,Rhinovirus,2017-09-13,2017-09-25,LTCH,12
Enteric,Unknown,2017-09-13,2017-09-20,LTCH,7
Respiratory,Rhinovirus,2017-09-12,2017-09-20,LTCH,8
Respiratory,Rhinovirus,2017-09-12,2017-09-26,LTCH,14
Respiratory,Rhinovirus,2017-09-12,2017-10-10,LTCH,28
Respiratory,Rhinovirus,2017-09-11,2017-09-19,LTCH,8
Respiratory,Rhinovirus,2017-09-08,2017-09-20,Retirement Home,12
Enteric,Unknown,2017-09-07,2017-09-19,LTCH,12
Respiratory,Rhinovirus,2017-08-30,2017-09-07,Acute Care,8
Respiratory,Rhinovirus,2017-08-30,2017-09-18,LTCH,19
Respiratory,Rhinovirus,2017-08-28,2017-09-14,LTCH,17
Respiratory,Rhinovirus,2017-08-28,2017-09-12,LTCH,15
Respiratory,Unknown,2017-08-21,2017-08-31,LTCH,10
Respiratory,Influenza,2017-08-20,2017-09-03,LTCH,14
Respiratory,Rhinovirus,2017-08-18,2017-09-08,LTCH,21
Respiratory,Rhinovirus,2017-08-17,2017-08-31,LTCH,14
Respiratory,Rhinovirus,2017-08-17,2017-08-25,Acute Care,8
Respiratory,Rhinovirus,2017-08-14,2017-09-05,LTCH,22
Respiratory,Rhinovirus,2017-08-13,2017-09-13,LTCH,31
Respiratory,Unknown,2017-08-11,2017-09-13,LTCH,33
Respiratory,Rhinovirus,2017-08-11,2017-08-24,LTCH,13
Respiratory,Rhinovirus,2017-08-09,2017-08-16,Retirement Home,7
Respiratory,Rhinovirus,2017-08-09,2017-09-06,LTCH,28
Respiratory,Rhinovirus,2017-08-09,2017-08-18,LTCH,9
Respiratory,Rhinovirus,2017-08-09,2017-08-26,LTCH,17
Respiratory,Rhinovirus,2017-08-07,2017-08-18,LTCH,11
Respiratory,Influenza,2017-08-05,2017-08-26,LTCH,21
Enteric,Unknown,2017-08-04,2017-08-09,Chronic Care,5
Respiratory,Adenovirus,2017-08-04,2017-08-11,LTCH,7
Respiratory,Rhinovirus,2017-08-04,2017-08-21,LTCH,17
Respiratory,Unknown,2017-08-03,2017-08-11,LTCH,8
Respiratory,Influenza,2017-08-01,2017-08-18,LTCH,17
Enteric,Unknown,2017-08-01,2017-08-14,Chronic Care,13
Respiratory,Rhinovirus,2017-08-01,2017-08-10,LTCH,9
Respiratory,Rhinovirus,2017-07-31,2017-08-09,LTCH,9
Enteric,Unknown,2017-07-25,2017-08-28,LTCH,34
Respiratory,Rhinovirus,2017-07-24,2017-08-06,Retirement Home,13
Respiratory,Rhinovirus,2017-07-17,2017-08-10,LTCH,24
Respiratory,Rhinovirus,2017-07-07,2017-07-21,Retirement Home,14
Enteric,Unknown,2017-07-06,2017-07-13,LTCH,7
Respiratory,Unknown,2017-07-05,2017-07-21,LTCH,16
Respiratory,Rhinovirus,2017-07-04,2017-07-11,LTCH,7
Respiratory,Rhinovirus,2017-06-26,2017-07-24,LTCH,28
Respiratory,Rhinovirus,2017-06-26,2017-07-05,LTCH,9
Enteric,Unknown,2017-06-21,2017-06-28,Retirement Home,7
Respiratory,Rhinovirus,2017-06-20,2017-07-04,LTCH,14
Respiratory,Influenza,2017-06-16,2017-06-29,LTCH,13
Enteric,Clostridium Difficile,2017-06-14,2017-08-10,Acute Care,57
Respiratory,Rhinovirus,2017-06-05,2017-06-23,LTCH,18
Respiratory,Influenza,2017-06-02,2017-06-12,LTCH,10
Respiratory,Rhinovirus,2017-06-01,2017-06-09,Acute Care,8
Respiratory,Influenza,2017-06-01,2017-07-04,LTCH,33
Respiratory,Rhinovirus,2017-06-01,2017-06-12,LTCH,11
Respiratory,Rhinovirus,2017-05-30,2017-06-14,LTCH,15
Respiratory,Unknown,2017-05-29,2017-06-07,LTCH,9
Respiratory,Rhinovirus,2017-05-29,2017-06-08,LTCH,10
Respiratory,Influenza,2017-05-28,2017-06-16,LTCH,19
Respiratory,Rhinovirus,2017-05-28,2017-06-13,LTCH,16
Respiratory,Influenza,2017-05-28,2017-06-06,LTCH,9
Respiratory,Rhinovirus,2017-05-25,2017-06-03,Acute Care,9
Respiratory,Influenza,2017-05-25,2017-06-03,LTCH,9
Respiratory,Metapneumovirus,2017-05-24,2017-05-30,LTCH,6
Enteric,Unknown,2017-05-23,2017-05-29,Retirement Home,6
Respiratory,Unknown,2017-05-23,2017-06-05,LTCH,13
Respiratory,Influenza,2017-05-16,2017-06-01,LTCH,16
Respiratory,Rhinovirus,2017-05-16,2017-05-29,LTCH,13
Respiratory,Coronavirus,2017-05-15,2017-05-31,LTCH,16
Respiratory,Influenza,2017-05-10,2017-05-18,Retirement Home,8
Respiratory,Influenza,2017-05-09,2017-05-17,LTCH,8
Respiratory,Rhinovirus,2017-05-08,2017-05-31,LTCH,23
Respiratory,Influenza,2017-05-07,2017-05-24,LTCH,17
Respiratory,Influenza,2017-05-04,2017-05-11,LTCH,7
Respiratory,Coronavirus,2017-05-04,2017-05-29,LTCH,25
Respiratory,Influenza,2017-05-01,2017-06-05,Retirement Home,35
Respiratory,Rhinovirus,2017-04-27,2017-05-06,LTCH,9
Respiratory,Influenza,2017-04-26,2017-05-05,LTCH,9
Respiratory,Influenza,2017-04-20,2017-05-02,LTCH,12
Respiratory,Influenza,2017-04-19,2017-04-27,Retirement Home,8
Respiratory,Influenza,2017-04-19,2017-04-27,Retirement Home,8
Respiratory,Metapneumovirus,2017-04-18,2017-05-01,Retirement Home,13
Respiratory,Influenza,2017-04-15,2017-04-26,LTCH,11
Respiratory,Influenza,2017-04-12,2017-04-20,LTCH,8
Respiratory,Influenza,2017-04-09,2017-04-16,Chronic Care,7
Respiratory,RSV,2017-04-07,2017-04-24,Acute Care,17
Respiratory,Metapneumovirus,2017-04-07,2017-04-16,LTCH,9
Respiratory,Influenza,2017-04-05,2017-04-20,Retirement Home,15
Respiratory,Influenza,2017-04-05,2017-04-20,Retirement Home,15
Respiratory,RSV,2017-04-04,2017-04-19,LTCH,15
Respiratory,Rhinovirus,2017-04-04,2017-04-07,Chronic Care,3
Respiratory,Influenza,2017-04-04,2017-04-19,Retirement Home,15
Respiratory,Rhinovirus,2017-04-03,2017-04-26,LTCH,23
Respiratory,Coronavirus,2017-04-03,2017-04-26,LTCH,23
Respiratory,Influenza,2017-04-03,2017-04-19,LTCH,16
Respiratory,Rhinovirus,2017-04-03,2017-04-13,LTCH,10
Respiratory,Coronavirus,2017-04-03,2017-04-17,LTCH,14
Enteric,Unknown,2017-04-03,2017-04-11,LTCH,8
Respiratory,Metapneumovirus,2017-03-31,2017-04-11,Retirement Home,11
Respiratory,Metapneumovirus,2017-03-29,2017-04-16,LTCH,18
Respiratory,Metapneumovirus,2017-03-29,2017-04-10,Acute Care,12
Respiratory,Influenza,2017-03-27,2017-04-17,LTCH,21
Respiratory,Influenza,2017-03-27,2017-04-10,LTCH,14
Respiratory,Influenza,2017-03-27,2017-04-10,LTCH,14
Respiratory,Influenza,2017-03-27,2017-04-07,LTCH,11
Respiratory,Coronavirus,2017-03-26,2017-04-30,LTCH,35
